lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
5953	This module promotes efficient entry of EOB data.		Este módulo promueve la entrada eficiente de los datos de EOB. 	Este módulo promueve la entrada eficiente de los datos de EOB. 		Deze module bevordert efficiënte toegang van EOB gegevens.					此模块促进有效入境EOB数据。	此模塊，促進有效的進入EOB資料。	Этот модуль поддерживает эффективный ввод данных EOB.			Modul ini mempromosikan entri yang efisien dari data EOB.	Η ενότητα αυτή προωθεί την αποτελεσματική είσοδο των δεδομένων Εξήγησης του Κέρδους		Este módulo promove entrada eficiente de dados de EOB.	Este módulo promove a entrada eficiente de dados EOB.	هذة الوحدة البرمجية تشجع علي الإدخال الفعال لبيانات شرح المنافع		Bu modül Müstahaklık verisinin verimli olarak girilmesini sağlar.			Questo modulo promuove un inserimento efficiente di dati EOB.	यह मॉड्यूल EOB डेटा के प्रभावी प्रविष्टि को बढ़ावा देता है.		Module này thúc đẩy mục hiệu quả dữ liệu EOB.				Цей модуль підтримує ефективне введення даних EOB.									dummy
5954	This Month to Date		Este mes a fecha	Este mes a fecha		Deze maand tot heden					本月迄今	這個日期的月份	Этот месяц до даты			Bulan Ini untuk Tanggal	Αυτός ο Μήνας μέχρι Σήμερα		Este mês até à data		هذا الشهر الي اليوم	Denne måned til dato	Bu aybaşından bu güne kadar			Questo mese alla Data	इस महीने से तिथि तक		Đầu Tháng đến Nay				Це місяць до дати									dummy
5955	This order was already transmitted on																																									dummy
5956	This page allows you to review each of the supported external dataloads that you can install and upgrade. Each section below can be expanded by clicking on the section header to review the status of the particular database of interest.		Esta página le permite revisar cada uno de los dataloads externos compatibles que puede instalar y actualizar. Cada sección de abajo se puede ampliar haciendo clic en la cabecera de sección para revisar el estado de interés de la bbdd.	Esta página le permite revisar cada uno de los dataloads externos compatibles que puede instalar y actualizar. Cada sección de abajo se puede ampliar haciendo clic en la cabecera de sección para revisar el estado de interés de la bbdd.		Deze pagina laat u alle ondersteunde externe uploads bekijken, die kunnen worden geimporteerd en aangepast. Iedere volgende sectie kan worden uitgeklapt door op de sectie tab te klikken om de opties van die database te bekijken.															هذة الصفحة تسمح لك بمراجعة كل من البيانات الخارجية المدعومة التى يمكن تثبيتها و ترقيتها. كل قسم أدناه يمكن توسعته بالضغط علي رأس القسم لرؤية الحالة المتعلقة					Questa pagina consente di esaminare ciascuno dei dataloads supportati esterni che è possibile installare e aggiornare. Ogni sezione di seguito può essere espanso facendo clic sull\'intestazione della sezione per esaminare lo stato della base di dati di particolare interesse.	यह पृष्ठ आपको, समर्थित बाहरी dataloads की समीक्षा करने की अनुमति देता है जो आप स्थापित और उन्नयन कर सकते हैं.नीचे प्रत्येक खंड का खंड शीर्षक पर क्लिक करके विस्तार किया जा सकता है, विशेष डेटाबेस की स्थिति की समीक्षा करने के लिए.						Ця сторінка дозволяє Вам переглянути кожен з підтримуваних зовнішніх сховищ даних що Ви їх можете встановити чи оновити. Кожну секцію можна розгорнути, клацнувши на її заголовку, щоб переглянути статус відповідної бази даних.									dummy
5957	This page deactivated for security reasons.					De pagina is gedectiveerd ivm veiligheids redenen.		Cette page est désactivée pour des raisons de sécurité.													هذة الصفحة تم تعطيلها لأسباب أمنية					Questa pagina è disattivata per motivi di sicurezza.	इस पृष्ठ को सुरक्षा कारणों के लिए निष्क्रिय कर दिया.						Ця сторінка відключена з міркувань безпеки.									dummy
5958	This page will inline include the login page, so that we do not have to click relogin every time.		En esta página se incluye en línea la página de inicio de sesión, de modo que no tenemos que hacer clic en iniciar la sesión cada vez.	En esta página se incluye en línea la página de inicio de sesión, de modo que no tenemos que hacer clic en iniciar la sesión cada vez.		Deze pagina zal de login pagina inline toevoegen, zodat we niet ieder keer opnieuw hoeven in te loggen.					本页将内联包括登录页面，这样我们就不必每次点击重新登录。	這頁的內聯將包括登錄頁面，使我們不必每次點擊重新登錄。	Эта страница будет включать встроенный вход в систему, чтобы не делать это каждый раз.			Halaman ini akan menyertakan inline temasuk halaman login, sehingga kita tidak perlu klik login kembali setiap waktu.	Αυτή η σελίδα θα περιλαμβάνει ενσωματωμένη τη σελίδα σύνδεσης, έτσι ώστε να μην χρειάζεται να κάνετε κλικ στην επανασύνδεση κάθε φορά.		Esta página vai inline incluem a página de login, de forma que nós não têm clicar relogin toda vez.	Esta página irá incluir inline na página de login, de modo que não temos a relogin clique de cada vez.	هذة الصفحة تحتوى علي صفحة الولوج بمحتوياتها و لذلك لا تحتاج الي الضغط علي إعادة الولوج كل مرة		Bu sayfa satır içinde giriş sayfasını içerecek, böylece her seferinde tekrar gir tıklamak zorunda kalmayacağız.			Questa pagina includerà in linea la pagina di ingresso,così che non dovrai cliccare per il re-ingresso ogni volta.	यह पृष्ठ इनलाइन प्रवेश पृष्ठ शामिल करेगा, हमे हर बार दोबारा लॉगिन क्लिक करने की जरूरत नहीं है.		Trang này nội tuyến sẽ bao gồm các trang đăng nhập, do đó chúng tôi không phải bấm login lần sau mỗi khi.				Ця сторінка буде включати вбудований вхід в систему, щоб не робити це кожного разу.									dummy
5959	This patient has no activity.	Denna patient har ingen aktivitet 	Este paciente no tiene ninguna actividad. 	Este paciente no tiene ninguna actividad. 	Dieser Patient hat keine Aktivität.	Deze patiënt is inacief.		Ce patient a aucune activité.			这个客户没有活动。	這個病人沒有活動。	Этот пациент не активирован.			Pasien ini tidak memiliki kegiatan.	Αυτός ο ασθενής δεν έχει δραστηριότητες.		Este doente não tem nenhuma atividade.	Este paciente não tem atividade.	هذا المريض ليس لة نشاط.	Denne patient er ikke aktiv	Bu hastanın hiçbir etkinliği yok			Questo paziente non ha attività.	इस रोगी की कोई गतिविधि नहीं है.		Bệnh nhân này không có hoạt động.				Цей пацієнт не активний.									dummy
5960	This patient ID is already in use!	Denna patients ID används redan! 	Este Nº Identificación de paciente ya está en uso! 	Este Nº Identificación de paciente ya está en uso! 	Diese Patienten ID ist bereits in Verwendung!	Deze patiënt-ID is al in gebruik!		Cette ID patient est déjà utilisée!			这名患者已在使用中！	這名病人身份證已在使用！	Этот ID пациента уже в использовании!			ID pasien ini sudah digunakan!	Αυτό το αναγνωριστικό ασθενούς χρησιμοποιείται ήδη!		Este ID de doente já está a ser usada!	Este paciente ID já está em uso!	رقم هوية هذا المريض قيد الإستخدام!	Denne patiens ID bruges allerede!	Bu Hasta ID önceden kullanımda!			Questo ID del paziente è già in uso!	यह रोगी आईडी पहले से ही उपयोग में है!		ID bệnh nhân đã được sử dụng!				Цей ID пацієнта вже використовуєтьсяі!									dummy
5961	This product allows only one lot per warehouse.		Este producto solo permite un lote por deposito	Este producto solo permite un lote por deposito		Dit product mag maar een voorraad per warenhuis hebben		Ce produit autorise seulement un lot par entrepôt.			本产品只允许一个多每个仓库。	此產品只允許每個倉庫的一個地段。	Этот продукт допускает только одну партию на складе			Produk ini memungkinkan hanya satu lot per gudang.	Αυτό το προϊόν επιτρέπει μόνο μία παρτίδα ανά αποθήκη.				هذا المنتج يسمح بجملة واحدة فقط لكل مستودع.		Bu ürün depo başına sadece tek partiye müsaade ediyor			Questo prodotto consente solo un lotto per magazzino.	यह उत्पाद हर गोदाम में केवल एक लॉट की अनुमति देता है.		Sản phẩm này chỉ cho phép một trong rất nhiều mỗi kho.				Цей продукт допускає тільки одну партію на складі									dummy
5962	This protocol is not implemented					Dit protocol is nog niet geimplementeerd		Ce protocole est non implémenté													هذا البرتوكول غير مطبق					Questo protocollo non è implementato	यह प्रोटोकॉल लागू नहीं है						Цей протокол не реалізований									dummy
5963	This report currently only works for ICD9 codes.		Este informe actualmente sólo funciona para códigos ICD9.	Este informe actualmente sólo funciona para códigos ICD9.	Dieser Bericht funktioniert derzeit nur für ICD9-Codierungen	Dit rapport werkt alleen bij ICD9 codes.		Ce rapport fonctionne actuelement seulement pour les codes ICD9.													هذا التقرير حاليا يعمل علي رموز ICD9 فقط.					Questo rapporto attualmente funziona solo per i codici ICD9.	यह रिपोर्ट वर्तमान में केवल ICD9 कोड के लिए काम करता है.						Цей звіт зараз працює лише для ICD9 кодів.									dummy
5964	This specifies whether to include date in Box 31.																																									dummy
5965	This specifies which revision of the form the billing module should generate																																									dummy
5966	This step will generate a file which you have to save for future use. The file cannot be generated again. Do you want to proceed?		Este paso generará un fichero el cual salvará para uso futuro. El fichero no se puede generar de nuevo. ¿Quiere proceder?	Este paso generará un fichero el cual salvará para uso futuro. El fichero no se puede generar de nuevo. ¿Quiere proceder?	In diesem Schritt wird eine Datei erzeugt, die für den späteren Gebrauch gespeichert wird. Diese Datei kann nicht erneut erstellt werden. Willst Du fortfahren?	Deze stap laat u een file aanmaken die u voor toekomstig gebruik moet bewaren. Deze file kan niet opnieuw aangemaakt worden. Doorgaaan?		Cette étape va générer un fichier que vous devez sauvegarder pour une utilisation futur. Ce fichier ne pourra pas être regénéré. Voulez vous continuer?			这一步将生成一个文件，你必须保存以供将来使用。不能将文件重新生成。你想继续吗？	這一步將生成一個文件，你必須儲存以供將來使用。該文件不能再次產生。你要繼續嗎？	На этом шаге будет создан файл, который нужно сохранить для последующего использования. Этот файл не может быть создан повторно.Необходимо выполнить?			Langkah ini akan menghasilkanm file yang anda harus simpan untuk penggunaan masa depan. File ini tidak dapat dihasilkan kembali. Apakah anda ingin meneruskan?	Αυτή η ενέργεια θα δημιουργήσει ένα αρχείο που θα πρέπει να αποθηκεύσετε για μελλοντική χρήση. Tο αρχείο δε μπορεί να ξαναδημιουργηθεί. Θέλετε να προχωρήσετε;				هذة الخطوة ستولد ملفا ينبغى الحفاظ علية لإستخدامة مستقبلا. لا يمكن تكوين الملف مجددا. هل تريد الإستمرار؟		Bu adımda gelecekte kullanmanız için saklamanız gereken bir dosya oluşturulacak. Bu dosya tekrar oluşturulamaz. Devam etmek istiyor musunuz?			Questo passaggio genererà un file che dovrai salvare per usi futuri. Il file non può essere generato di nuovo. Vuoi procedere?	यह कदम एक फाइल उत्पन्न करेगा जो आप भविष्य में उपयोग के लिए सहेजें. फाइल फिर से उत्पन्न नहीं हो सकती. क्या आप आगे बढ़ना चाहते हैं?		Bước này sẽ tạo ra một tập tin mà bạn có để tiết kiệm để sử dụng trong tương lai. Các tập tin không thể được tạo ra một lần nữa. Bạn có muốn tiếp tục?				На цьому кроці буде створений файл, який потрібно зберегти для подальшого використання. Цей файл не може бути створений повторно.Чи бажаєте продовжити?									dummy
5967	This user is not a member of any group		Este usuario no es miembro de ningún grupo 	Este usuario no es miembro de ningún grupo 	Diese Anwender gehört keiner Gruppe an.	Deze gebruiker is geen lid van een groep		Cet utilisateur est membre d\'aucun groupes			这个用户不属于任何团体	該用戶是不屬於任何團體的成員	Этот пользователь не является членом ни одной группы			Pengguna ini bukan anggota dari grup manapun	Αυτός ο χρήστης δεν είναι μέλος κάποιας ομάδας		Este utilizador não pertence a qualquer grupo	Este usuário não é um membro de qualquer grupo	هذا المستخدم ليس عضوا في اي مجموعة	Denne bruger er ikke medlem af nogen gruppe	Bu kullanıcı hiçbir grubun üyesi değil			Questo utente non è un membro di alcun gruppo	यह उपयोगकर्ता किसी भी समूह का सदस्य नहीं है		Người dùng này không phải là một thành viên của nhóm nào				Цей користувач не є членом жодної групи									dummy
5968	This user will receive notification of new incoming Direct messages					Deze gebruiker krijgt bericht van de nieuw ingekomen Direct-berichten		Cet utilisateur va recevoir des notifications des nouveau messages Direct arrivant													هذا المستخدم سيستلم تتنبيهات بوصول رسائل مباشرة جديدة					L\'utente riceverà la notifica di nuovi messaggi in arrivo diretti	यह उपयोगकर्ता नए आने वाले सीधे संदेश की सूचना प्राप्त करेंगे	Acest user va primi notificari noi din \"Mesagerie directa\"					Цей користувач буде отримувати повідомлення про нові вхідні Direct-повідомлення									dummy
5969	This utility is experimental.  Back up your database and documents before using it!					Deze Utility is experimenteel. Maak eerst een Back/up van de database en documenten voor deze te gebruiken!															هذة الإداة تجريبية. أجر احتياطا لقاعدة البيانات و الوثائق قبل الإستعمال!					Questa utility è sperimentale. Eseguire il backup del database e documenti prima di utilizzarlo!	यह सुविधा प्रायोगिक है. यह प्रयोग करने से पहले अपने डेटाबेस और दस्तावेजों का बैकअप लें!						Ця утиліта є експериментальною. Зробіть резервну копію бази даних і документів перед її використанням!									dummy
5970	This visit begins new contraceptive use		Esta visita comienza nuevo uso anticonceptivo 	Esta visita comienza nuevo uso anticonceptivo 		Het bezoek begint met nieuw contraceptie gebruik		Cette visite marque le début d\'une nouvelle utilisation de contraceptifs			这次门诊，开始新的避孕药具的使用	這次訪問開始新的使用避孕方法	Это посещение начинает использование новой контрацепции			Kunjungan ini memulai menggunakan kontrasepsi baru	Αυτή η Επίσκεψη ξεκινά νέα χρήση αντισυλληπτικών		Esta visita começa uso anticoncepcional novo	Esta visita começa o uso de anticoncepcionais novo	هذة الزيارة تبدأ إستعمال جديد لوسيلة منع الحمل		Bu vizit yeni kontraseptif kullanımına başlar			Questa visita dà inizio all\'uso di un nuovo contraccettivo	यह दौरे में नए गर्भनिरोधक का उपयोग शुरू होता है		Chuyến viếng thăm này bắt đầu sử dụng biện pháp tránh thai mới				Це відвідування починає застосування нової контрацепції			این ملاقات آغاز استفاده از پیشگیری بارداری جدید میباشد						dummy
5971	This visit will need a GCAC form, referral or procedure service.		Esta visita necesitará un formulario GCAC, derivación o procedimiento de servicio.	Esta visita necesitará un formulario GCAC, derivación o procedimiento de servicio.		Dit bezoek moet een GCAC formulier hebben of een procedure dienstverlening					这将需要一个亚洲电玩研讨会的形式，转诊或服务的程序。	這次訪問將需要一個GCAC形式，轉介或程序服務。	Для этого посещения необходима форма GCAC, предоставление направления или процедуры.			Kunjungan ini akan membutuhkan form GCAC, rujukan atau layanan prosedur.	Αυτή η επίσκεψη θα χρειαστεί ένα έντυπο GCAC, μια παραπομπή ή μια υπηρεσιακή διαδικασία.				هذة الزيارة تحتاج الي طلب GCAC, تحويل او خدمة العمليات		Bu vizite bir GCAC formu, sevk veya işlem hizmeti gerekecek.			Questa visita avrà bisogno di un servizio di GCAC modulo, rinvio o una procedura.	यह दौरे को एक GCAC फार्म, रेफरल या प्रक्रिया सेवा की जरूरत होगी.		Chuyến thăm này sẽ cần một dịch vụ, giới thiệu hình thức hoặc thủ tục GCAC.				Для цього візиту необхідна форма GCAC, надання направлення або процедури.			این ملاقات نیازمند فرم GCAC، و مراجعه یا خدمات پزشکی دارد.						dummy
5972	This was the older metric-only Vitals form, now deprecated.		Esta fue la métrica más antigua de formularios de constantes vitales, ahora en desuso.	Esta fue la métrica más antigua de formularios de constantes vitales, ahora en desuso.	Dies war das alte Vitaldaten-Formular, das jetzt nicht mehr gültig ist.	Dit was het oude niet meer ondersteunde metrieke Vitals formulier.		Ceci était l\'ancien formulaire des constantes vitals avec métrique seulement, maintenant déprécié.			这是老年metric-only命脉，现在已不再使用。	這是舊的指標只有生命徵象表單，現在已經過時。	Это была старая только метрическая форма жизненно важных показателей, в настоящее время устарела.			Ini merupakan form Vital hanya-metrik yang lama, sekarang ditinggalkan.	Αυτό ήταν το παλαιό μονάχα μετρικό έντυπο Ζωτικών, που έχει τώρα αποσυρθεί.				هذا كان طلب الوظائف الحيوية للنظام المتري فقط و هو مهجور الان		Bu önceki sadece metrik Vitalis formu idi, şimdi kullanılmıyor.			Questo era il modulo Vitali più vecchio, ora deprecato.	यह पुराना केवल मीट्रिक नब्ज फार्म था, अब पदावनत है.		Đây từng là biểu mẫu Thể trạng cũ chỉ theo hệ mét, giờ không còn phù hợp.				Це старий варіант виключно метричної форми життєво важливих показників, в даний час застаріла.									dummy
5973	This Week to Date		Esta semana a fecha	Esta semana a fecha	Diese Woche bis Datum	Deze week tot heden					本周迄今	本週迄今	Эта неделя до даты			Minggu Ini untuk Tanggal	Αυτή η Εβδομάδα μέχρι Σήμερα		Esta semana até à data		هذا الاسبوع لليوم	Denne uge til dato	Bu hafta başından bugüne kadar			Questa settimana alla Data	इस सप्ताह से तिथि तक		Đầu Tuần đến Nay				Цей тиждень до дати									dummy
5974	This will activate the CCR(Continuity of Care Record) and CCD(Continuity of Care Document) reporting.		Esto activará informes CCR(Continuity of Care Record) y CCD(Continuity of Care Document)	Esto activará informes CCR(Continuity of Care Record) y CCD(Continuity of Care Document)		Dit activeert de CCR(Continuiteit van zorg rapport) en CCD (Continueiteit van zorg document) rapportage.					这将启动重整（连续照护纪录）和（连续性的护理文件）报告。	這將激活CCR（照顧記錄連續性）和CCD（護理文件的連續性）的報告。	Активирует сообщения CCR (непрерывность медицинской записи) и CCD (непрерывность медицинского документа).			Ini akan mengaktifkan pelaporan CCR(Continuity of Care Record) dan CCD(Continuity of Care Document).	Αυτό θα ενεργοποιήσει την εγγραφή του CCR (Αναφορά Συνέχισης της Φροντίδας) και του CCD (Εγγραφο Συνέχισης της Φροντίδας).				هذا سيفعل القرير لاستمرارية سجل الرعاية و استمرارية وثيقة الرعاية		Bu BDK (Bakım Devam Kaydı) ve BDB(Bakım Devam Belgesi) bildirilmesini etkinleştirir.			Questo attiverà la segnalazione CCR (Continuity of Record Care) e CCD (Continuità del documento Care).	यह सीसीआर (केयर रिकॉर्ड की निरंतरता) और सीसीडी (केयर दस्तावेज़ की निरंतरता) रिपोर्टिंग को चालू कर पायेगा.		Điều này sẽ kích hoạt việc báo cáo CCR (Hồ sơ Sự liên tục Chăm sóc) và CCD (Tài liệu Sự liên tục Chăm sóc).				Це активує повідомлення CCR (безперервність медичного запису) і CCD (безперервність медичного документу).									dummy
5975	This will allow selection of the debugging (\'dummy\') language.		Esto permitirá la selección de la depuración (\'dummy\') de idioma.	Esto permitirá la selección de la depuración (\'dummy\') de idioma.	Dies erlaubt die Auswahl der Debugging (Dummy-) Sprache	Dit laat toe om de debug(\'dummy\') taal te selecteren.					这将允许选择调试（\'dummy \'）语言。	這將允許選擇調試（“虛擬”）的語言。	Разрешает выбор отладочного языка (\'подставного\').			Ini akan memungkinkan pemilihan debugging bahasa (\'dummy\').	Αυτό θα επιτρέψει την επιλογή της αποσφαλμάτωσης ( \'εικονική \') γλώσσα.				هذا سيسمح بإختيار تصحيح الأخطاء للغة (\'dummy\') 					Questo consentirà la selezione del debugging della lingua (\'dummy\').	यह डिबगिंग ( \'डमी \') भाषा का चयन करने की अनुमति देगा.		Điều này sẽ cho phép lựa chọn của việc ngôn ngữ gỡ lỗi (\'giả\').				Це дозволяє вибір налагоджувальної мови (\'підставної\').									dummy
5976	This will be a "dry run" with no physical data updates.					Dit is een \"test opstelling\" waarbij geen fysieke update plaats vindt.															هذا سيكون تشغيل تجريبي بدون تجديد فعلي للبيانات					Questo sarà un \"ciclo di prova\" senza aggiornamenti dei dati fisici.	यह भौतिक डेटा अद्यतन के बिना \"चलाना\" हो जाएगा.						Це буде \"сухий запуск\" без фізичного оновлення даних.									dummy
5977	This will create a backup in tar format and then send it to your web browser so you can save it		Esto creará un backup en formato tar y luego lo envia a su navegador web para que lo pueda guardar 	Esto creará un backup en formato tar y luego lo envia a su navegador web para que lo pueda guardar 		Dit zal een backup aanmaken in tar-format, die daarna naar uw webbrowser wordt gezonden zodat u het kunt bewaren					这将创建一个备份中焦油的格式和发送到您的网页浏览器，这样你可以保存它	這將創建一個tar格式備份，然後將它發送到您的網頁瀏覽器，所以你可以把它保存	Будет создана резервная копия в формате tar и затем отправлена на ваш веб-браузер, так что вы сможете ее сохранить			Ini akan membuat backup dalam format tar dan kemudian mengirimkannya ke browser web anda sehingga anda dapat menyimpannya	Αυτό θα δημιουργήσει ένα backup αρχείο σε tar format και θα το στείλει στον Web browser σας ώστε να μπορείτε να το αποθηκεύσετε.		Isto criará um auxílio em formato de piche e então envia isto a seu browser de teia assim você pode salvar isto	Isto irá criar um backup no formato tar e depois enviá-lo para seu navegador para que você possa salvá-lo	هذا سيكون نسخة إحتياطية علي هيئة تار ليكون بإمكانك إرسالها لمتصفحك و بالتالي حفظها		Bu tar formatında bir yedek oluşturup sonra tarayıcınıza gönderecek böylece kaydedebilirsiniz			Questo creerà un backup in formato tar inviandolo al tuo browser così che tu possa salvarlo	यह टार प्रारूप में एक बैकअप बनाएगा और अपने वेब ब्राउज़र को भेज देगा तब आप इसे सहेज सकते हैं 		Điều này sẽ tạo ra một bản sao lưu ở định dạng tar và sau đó gửi nó đến trình duyệt web của bạn để bạn có thể lưu nó				Це дозволяє створити резервну копію у форматі tar і потім надіслати на ваш веб-браузер, таким чином що ви зможете її зберегти									dummy
5978	This will deactivate document the encryption and decryption features, and hide them in the UI.		Esto desactivará las características de encriptación/desencriptación del documento, y lo ocultará en el UI.	Esto desactivará las características de encriptación/desencriptación del documento, y lo ocultará en el UI.		Dit zorgt voor document versleuteling en ontcijferings mogelijkheden en niet tonen in de user interface.					这将关闭文件的加密和解密功能，并隐藏他们的用户界面。	這將禁用文件加密和解密功能，並隱藏在UI。	Функция шифрования и дешифрования документа будет дезактивирована и спрятана в UI.			Ini akan menonaktifkan pendokumentasian fitur enkripsi dan dekripsi, dan menyembunyikannya pada UI.	Αυτό θα απενεργοποιήσει την κρυπτογράφηση του εγγράφου και τις δυνατότητες αποκρυπτογράφησης και θα τις κρύψει στο UI.				هذا سيفعّل ميزات التشفير و فك التشفير للوثيقة و إخفائها فى واجهة المستخدام					Questo disattiverà la caratteristica di criptare decriptare documenti, e la nasconderà nella Interfaccia Utente.	यह दस्तावेज़ एन्क्रिप्शन और डिक्रिप्शन सुविधाओं को निष्क्रिय करेगा, और यूआई में उन्हें छुपा देगा.		Điều này sẽ tắt các tính năng mã hóa và giải mã tài liệu, và giấu chúng trong giao diện người dùng.				Функція шифрування і дешифрування документа буде дезактивована і захована в UI.									dummy
5979	This will disable the Edit button on all forms whose parent encounter is e-signed																																									dummy
5980	This will disable the Edit button on any form that is e-signed																																									dummy
5981	This will enable signing an entire encounter, rather than individual forms																																									dummy
5982	This will enable signing individual forms separately																																									dummy
5983	This will force the Billing Widget in the Patient Summary screen to always be open.		Esto forzará el widget de facturación en la pantalla resumen del paciente para que se abra siempre.	Esto forzará el widget de facturación en la pantalla resumen del paciente para que se abra siempre.		Dit dwingt de Rekeningen widget in het patienten samenvattings scherm altijd open te blijven.					这将迫使计费部件在客户摘要屏幕总是开。	這將迫使病人摘要“屏幕中的帳單部件始終是開放的。	Это вызовет в итоговом отображении пациента всегда открытый виджет счетов.			Hal ini akan memaksa Widget Tagihan dalam layar Rangkuman Pasien untuk selalu terbuka.	Αυτό θα αναγκάσει το Widget χρέωσης στην οθόνη Περίληψης του Ασθενή να είναι πάντα ανοιχτό.				هذا سيجبر أداة الفوترة فى شاشة ملخص المريض على البقاء مفتوحة دائما		Bu hasta özet ekranında Fatura Simgesini devamlı açık kalmaya zorlar.			Questo forzerà il widget delle fatturazioni nella schermata Sommario Paziente a essere sempre aperto.	यह बिलिंग विजेट रोगी को सारांश स्क्रीन में हमेशा खुला होने के लिए मजबूर करेगा.		Điều này sẽ buộc các Thành phần Hóa đơn trong màn hình Tóm tắt Bệnh nhân luôn luôn được mở.				Завдяки цьому Віджет Рахунків буде завжди відкритим у вікні \"Сумарно по пацієнту\".									dummy
5984	This will give the user the option to lock (separate locking and signing)																																									dummy
5985	This will hide empty e-sign logs on the patient report																																									dummy
5986	This will merge two patient charts into one.  It is useful when a patient has been duplicated by mistake.  If that happens often, fix your office procedures - do not run this routinely!					Dit is om twee patient kaarten te mergen naar een kaart. Het is te gebruiken wanneer een patient per vvergissing twee karten heeft laten aanmaken. Als dat vaak gebeurd, zorg ervoor dat er een betere procedure wordt gescheven. Doe dit niet routine matig!															هذا سيدمج تخطيطين لنفس المريض مع بعضهما عندما تحصل أخطاء. لا تكرر إستخدام هذا و أصلح إجراءاتك 					Questo vi permette di unire due tabelle pazienti in uno. E\' utile quando un paziente è stato duplicato per errore. Se ciò accade spesso, riparare le vostre procedure di ufficio - non eseguire questa routine!	यह एक में दो रोगी चार्ट विलय करेगा. यह उपयोगी है जब एक मरीज को गलती से दोहराया गया है. अगर यह अक्सर होता है, तो अपने कार्यालय प्रक्रियाओं को ठीक करें - नियमित रूप से यह चलना नहीं है!						Це дозволить об\'єднати два записи про пацієнта в один. Це корисно, коли запис про пацієнта був помилково продубльований. Якщо це відбувається часто, слід внести зміни в порядок діловодства. Дана функція є не для регулярного використання!									dummy
5987	This will not prevent you from going to the e-Prescriptions site.		Esto no le impiderá ir al sitio de recetas electrónicas.	Esto no le impiderá ir al sitio de recetas electrónicas.		Dit zal niet voorkomen dat u toch naar de e-voorschrijf pagina gaat.					这将不会阻止你去网站的电子处方。		Это не предотвратит от перехода в место e-назначения.			Ini tidak akan mencegah anda ke situs e-Resep.	Αυτό δε θα σας αποτρέψει από το να πάτε στη σελίδα της ηλεκτρονικής συνταγογράφησης.				هذا لن يمنعك من الذهاب الي موقع الوصف الإلكتروني					Ciò non vi impedirà di andare al sito di prescrizioni elettroniche.	यह e-Prescriptions साइट पर जाने से नहीं रोकेगा.						Це не завадить вашому переходу на сайт е-призначень.									dummy
5988	This will use the custom immunizations list rather than the standard CVX immunization list.		Esto usará la lista de vacunación personalizada en lugar de la lista de vacunación estándar CVX.	Esto usará la lista de vacunación personalizada en lugar de la lista de vacunación estándar CVX.	Es wird die benutzerspezifische Impfungsliste verwendet im Gegensatz zur Standard CVX-Impfungsliste	Hiermee wordt de immunisatie lijst aangepast in plaats van de CVX immunisatie lijst.					这将使用自定义免疫表而非标准雪佛龙免疫列表。	這將使用自定義免疫名單，而不是標準的CVX免疫名單。	Будет использован пользовательский список вакцинации, а не стандартный список вакцинации CVX			Ini akan menggunakan daftar imunisasi custom daripada daftar imunisasi CVX standar.	Αυτό θα χρησιμοποιήσει την προσαρμοσμένη λίστα εμβολιασμών και όχι τον τυποποιημένο κατάλογο εμβολίων CVX.				هذا سوف يستخدم قائمة التطعيمات المفصلة حسب الطلب 					Questo userà un elenco immunizzazioni personalizzato piuttosto che l\'elenco immunizzazioni standard CVX	यह कस्टम टीकाकरण सूची के बजाय मानक CVX टीकाकरण सूची का उपयोग करेगा.		Điều này sẽ sử dụng danh sách chủng ngừa tùy chỉnh hơn là danh sách tiêm chủng CVX tiêu chuẩn.				Користувацький список вакцинацій, а не стандартний список вакцинацій CVX буде використаний.									dummy
5989	Thoracic spine		Espina dorsal torácica	Espina dorsal torácica	Brustwirbelsäule	Thoracale wervelkolom		Colonne vertébrale thorasique			胸椎	胸椎	Грудной отдел позвоночника			Dada tulang belakang	Θωρακική μοίρα της ΣΣ		Espinha torácica	A coluna torácica	الفقرات الصدرية		Torakal omurga			Colonna toracica	थोरैसिक रीढ़		Lồng ngực cột sống				Грудний відділ хребта			ستون فقرات						dummy
5990	Thous/CU.MM		Miles/CU.MM	Miles/CU.MM		Thous/CU.MM					thous / CU.MM	Thous/立方釐米	Тыс./куб.мм			Thous/CU.MM	χιλ/κυβ.χιλ.				الف لكل مم مكعب		mm3 te bin 			Thous/CU.MM	Thous / CU.MM		Nghìn / CU.MM				Тис./куб.мм									dummy
5991	Throat		Garganta 	Garganta 	Kehle	Keel		Gorge			咽喉	喉嚨	Гортань			Tenggorokan	Λάρυγγας		Garganta	Garganta	حلق	Hals	Boğaz			Gola	गला		Cổ họng				Гортань			گلو						dummy
5992	Throat Cancer		Cáncer de Garganta 	Cáncer de Garganta 	Kehlkopfkrebs	Keelkanker		Cancer de la gorge			咽喉癌	喉癌	Рак гортани			Kanker Tenggorokan	Καρκίνος του λάρυγγα		Câncer de garganta	Cancro da garganta	سرطان الحلق		Gırtlak Kanseri			Cancro alla gola	गले के कैंसर		Cổ họng ung thư				Рак гортані			سرطان گلو						dummy
